snno,District,Market,Crop,Variety,Grade,Min_Price,Max_Price,Model_Price,Date,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
283,Pune,Pune,Onion,Local,FAQ,3500,5200,4350.0,2024-09-15,"Pune, MH, India",77.6,69.3,73.2,77.6,69.3,73.2,69.3,88.0,0.072,100,41.67,rain,0,0,26.4,9.8,261.3,1009.4,72.2,10.7,176.7,15.4,7,10,2024-09-15T06:22:22,2024-09-15T18:36:55,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
285,Pune,Pune,Onion,Local,FAQ,3600,5200,4400.0,2024-09-16,"Pune, MH, India",84.8,66.8,74.7,86.0,66.8,75.0,69.0,83.6,0.076,100,25.0,rain,0,0,21.3,8.9,263.7,1009.9,75.7,11.3,195.5,16.9,8,10,2024-09-16T06:22:32,2024-09-16T18:36:03,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
280,Pune,Pune,Onion,Local,FAQ,3500,4800,4150.0,2024-09-17,"Pune, MH, India",85.3,69.5,75.7,86.3,69.5,76.2,68.0,78.7,0.032,100,16.67,rain,0,0,20.4,8.9,287.6,1009.8,59.5,11.0,221.2,19.2,9,10,2024-09-17T06:22:41,2024-09-17T18:35:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-18,"Pune, MH, India",86.6,65.9,75.4,89.6,65.9,76.3,67.6,78.8,0.004,100,4.17,rain,0,0,17.2,6.9,272.8,1008.2,45.2,11.1,239.4,20.6,9,10,2024-09-18T06:22:51,2024-09-18T18:34:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
278,Pune,Pune,Onion,Local,FAQ,3200,4800,4000.0,2024-09-19,"Pune, MH, India",88.4,68.8,76.8,92.2,68.8,77.9,68.6,77.6,0.02,100,16.67,rain,0,0,16.8,6.3,268.1,1008.5,45.9,11.0,238.6,20.5,8,10,2024-09-19T06:23:01,2024-09-19T18:33:25,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-20,"Pune, MH, India",88.9,71.0,77.6,92.9,71.0,78.5,70.2,79.6,0.04,100,12.5,rain,0,0,17.7,7.2,272.6,1008.7,64.5,10.0,202.6,17.6,8,10,2024-09-20T06:23:11,2024-09-20T18:32:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-21,"Pune, MH, India",83.9,72.1,76.8,87.8,72.1,77.7,71.1,83.5,0.004,100,4.17,rain,0,0,15.0,7.6,279.8,1009.5,85.6,8.0,110.4,9.6,4,10,2024-09-21T06:23:21,2024-09-21T18:31:40,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
282,Pune,Pune,Onion,Local,FAQ,3500,4900,4200.0,2024-09-22,"Pune, MH, India",85.3,71.5,77.3,90.3,71.5,78.7,71.2,82.5,0.677,100,8.33,rain,0,0,16.3,6.0,297.7,1008.6,76.7,11.2,190.6,16.5,7,30,2024-09-22T06:23:31,2024-09-22T18:30:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
284,Pune,Pune,Onion,Local,FAQ,3600,5000,4300.0,2024-09-23,"Pune, MH, India",84.8,72.4,77.3,93.1,72.4,79.3,74.1,90.4,0.118,100,8.33,rain,0,0,17.9,7.6,298.3,1007.6,96.3,7.8,155.0,13.4,5,30,2024-09-23T06:23:41,2024-09-23T18:29:55,0.68,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
272,Pune,Pune,Onion,Local,FAQ,3000,4800,3900.0,2024-09-24,"Pune, MH, India",85.3,71.9,75.4,92.8,71.9,76.0,73.5,94.1,0.748,100,8.33,rain,0,0,13.9,6.3,284.1,1006.4,95.9,5.2,82.5,7.3,4,30,2024-09-24T06:23:51,2024-09-24T18:29:03,0.71,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
273,Pune,Pune,Onion,Local,FAQ,3000,4800,3900.0,2024-09-25,"Pune, MH, India",84.3,72.4,75.5,92.0,72.4,76.1,73.4,93.8,5.236,100,8.33,rain,0,0,12.1,6.5,255.3,1005.3,97.5,4.6,43.2,3.8,2,10,2024-09-25T06:24:02,2024-09-25T18:28:11,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
281,Pune,Pune,Onion,Local,FAQ,3500,4800,4150.0,2024-09-26,"Pune, MH, India",80.7,66.3,72.8,85.1,66.3,73.0,71.5,96.0,0.158,100,8.33,rain,0,0,25.5,13.0,241.9,1004.9,97.5,2.2,50.7,4.4,2,10,2024-09-26T06:24:12,2024-09-26T18:27:19,0.78,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
274,Pune,Pune,Onion,Local,FAQ,3000,4800,3900.0,2024-09-27,"Pune, MH, India",79.0,71.7,74.4,79.0,71.7,74.4,71.9,91.9,0.039,100,4.17,rain,0,0,33.3,15.4,247.8,1006.3,94.0,5.3,160.6,14.0,6,10,2024-09-27T06:24:23,2024-09-27T18:26:27,0.81,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-09-28,"Pune, MH, India",80.8,70.8,75.0,85.0,70.8,75.1,71.6,89.6,0.153,100,8.33,rain,0,0,25.7,11.9,252.1,1009.3,89.4,9.8,157.0,13.4,6,10,2024-09-28T06:24:34,2024-09-28T18:25:36,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
204,Pune,Pune,Onion,Local,FAQ,2000,4200,3100.0,2024-09-29,"Pune, MH, India",85.7,71.3,76.8,92.0,71.3,78.2,71.7,85.3,0.036,100,20.83,rain,0,0,18.6,7.8,250.8,1011.3,68.8,10.3,169.8,14.6,6,30,2024-09-29T06:24:45,2024-09-29T18:24:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
205,Pune,Pune,Onion,Local,FAQ,2000,4200,3100.0,2024-09-30,"Pune, MH, India",87.1,70.1,78.0,93.4,70.1,80.2,71.5,82.0,0.0,0,0.0,rain,0,0,12.8,4.3,273.9,1011.5,54.5,11.8,219.2,18.9,8,60,2024-09-30T06:24:57,2024-09-30T18:23:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
244,Pune,Pune,Onion,Local,FAQ,2500,4200,3350.0,2024-10-01,"Pune, MH, India",90.7,72.8,79.7,101.9,72.8,83.0,73.4,82.3,0.028,100,20.83,rain,0,0,10.5,3.6,24.3,1009.4,68.7,11.5,206.7,17.8,7,30,2024-10-01T06:25:08,2024-10-01T18:23:03,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-02,"Pune, MH, India",90.7,73.3,78.9,100.4,73.3,80.6,71.8,80.2,0.079,100,4.17,rain,0,0,9.6,8.7,277.0,1009.6,65.5,10.0,266.4,23.1,9,60,2024-10-02T06:25:20,2024-10-02T18:22:13,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
206,Pune,Pune,Onion,Local,FAQ,2000,4400,3200.0,2024-10-03,"Pune, MH, India",87.9,71.3,78.3,95.2,71.3,80.8,72.8,84.1,0.351,100,29.17,rain,0,0,19.7,8.3,259.3,1010.3,71.8,10.6,174.5,15.0,6,30,2024-10-03T06:25:33,2024-10-03T18:21:23,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
210,Pune,Pune,Onion,Local,FAQ,2000,4600,3300.0,2024-10-04,"Pune, MH, India",88.4,71.7,77.7,92.6,71.7,79.4,71.0,81.3,0.024,100,16.67,rain,0,0,19.7,8.9,269.1,1010.5,77.5,11.5,211.6,18.3,8,10,2024-10-04T06:25:45,2024-10-04T18:20:33,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-05,"Pune, MH, India",89.7,67.7,76.3,92.0,67.7,77.0,68.1,78.1,0.012,100,8.33,rain,0,0,8.3,6.5,280.6,1010.3,59.0,11.5,260.0,22.6,9,10,2024-10-05T06:25:58,2024-10-05T18:19:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
231,Pune,Pune,Onion,Local,FAQ,2200,4600,3400.0,2024-10-06,"Pune, MH, India",89.3,69.9,77.6,96.3,69.9,79.6,70.6,80.3,0.036,100,33.33,rain,0,0,19.2,7.8,61.3,1010.8,53.9,11.6,200.8,17.5,7,10,2024-10-06T06:26:11,2024-10-06T18:18:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
245,Pune,Pune,Onion,Local,FAQ,2500,4500,3500.0,2024-10-07,"Pune, MH, India",89.8,71.5,79.3,93.6,71.5,81.0,70.1,75.4,0.02,100,8.33,rain,0,0,22.4,8.1,84.9,1011.7,52.3,11.3,226.3,19.4,8,10,2024-10-07T06:26:24,2024-10-07T18:18:07,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-08,"Pune, MH, India",88.0,71.9,78.3,92.1,71.9,80.2,70.8,78.7,0.162,100,25.0,rain,0,0,21.0,8.1,85.8,1012.0,51.6,11.3,221.4,19.2,9,10,2024-10-08T06:26:38,2024-10-08T18:17:19,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
207,Pune,Pune,Onion,Local,FAQ,2000,4400,3200.0,2024-10-09,"Pune, MH, India",85.7,72.8,76.9,90.8,72.8,77.8,71.0,82.7,0.016,100,4.17,rain,0,0,17.7,5.8,90.8,1010.5,94.4,8.7,112.4,9.7,4,10,2024-10-09T06:26:52,2024-10-09T18:16:32,0.22,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
230,Pune,Pune,Onion,Local,FAQ,2200,4500,3350.0,2024-10-10,"Pune, MH, India",86.1,71.3,76.9,91.1,71.3,77.9,70.8,82.1,0.122,100,25.0,rain,0,0,28.9,12.8,101.7,1008.6,79.0,11.2,153.2,13.3,7,30,2024-10-10T06:27:07,2024-10-10T18:15:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
180,Pune,Pune,Onion,Local,FAQ,1500,4500,3000.0,2024-10-11,"Pune, MH, India",86.6,71.9,76.6,90.7,71.9,77.8,71.1,84.1,0.709,100,4.17,rain,0,0,32.2,14.1,113.3,1008.3,91.9,11.2,132.2,11.3,6,10,2024-10-11T06:27:22,2024-10-11T18:14:59,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-12,"Pune, MH, India",86.2,71.7,77.4,92.5,71.7,79.5,72.3,85.0,0.197,100,4.17,rain,0,0,23.5,8.9,107.3,1009.3,72.9,10.1,178.7,15.4,7,30,2024-10-12T06:27:37,2024-10-12T18:14:13,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
208,Pune,Pune,Onion,Local,FAQ,2000,4500,3250.0,2024-10-13,"Pune, MH, India",88.4,71.7,78.2,93.9,71.7,79.8,70.9,79.5,0.004,100,4.17,rain,0,0,13.6,11.0,121.3,1009.5,54.1,10.6,208.3,18.0,9,60,2024-10-13T06:27:53,2024-10-13T18:13:28,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
209,Pune,Pune,Onion,Local,FAQ,2000,4500,3250.0,2024-10-14,"Pune, MH, India",91.1,71.7,78.9,97.7,71.7,81.0,71.2,78.7,0.052,100,29.17,rain,0,0,18.6,7.4,113.5,1010.3,70.7,11.4,210.8,18.2,8,10,2024-10-14T06:28:09,2024-10-14T18:12:44,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
246,Pune,Pune,Onion,Local,FAQ,2500,4600,3550.0,2024-10-15,"Pune, MH, India",88.4,72.1,77.5,97.1,72.1,79.4,71.7,83.2,0.071,100,25.0,rain,0,0,20.6,6.9,80.3,1011.0,76.5,10.8,177.2,15.3,7,10,2024-10-15T06:28:26,2024-10-15T18:12:00,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
232,Pune,Pune,Onion,Local,FAQ,2200,4600,3400.0,2024-10-16,"Pune, MH, India",87.5,72.2,78.0,94.8,72.2,80.3,72.4,84.1,0.165,100,8.33,rain,0,0,21.7,7.4,75.9,1010.1,90.8,11.1,178.9,15.3,7,30,2024-10-16T06:28:43,2024-10-16T18:11:17,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
211,Pune,Pune,Onion,Local,FAQ,2000,4600,3300.0,2024-10-17,"Pune, MH, India",88.4,73.7,77.6,96.4,73.7,79.4,73.8,88.7,0.388,100,62.5,rain,0,0,25.5,9.2,79.8,1009.3,88.8,10.7,116.9,10.1,7,30,2024-10-17T06:29:00,2024-10-17T18:10:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
212,Pune,Pune,Onion,Local,FAQ,2000,4600,3300.0,2024-10-18,"Pune, MH, India",86.1,73.1,78.1,91.8,73.1,79.4,72.5,83.9,0.008,100,4.17,rain,0,0,27.3,12.8,104.8,1009.2,91.3,10.3,141.8,12.1,6,30,2024-10-18T06:29:18,2024-10-18T18:09:53,0.53,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-19,"Pune, MH, India",90.7,72.8,77.4,96.5,72.8,78.9,72.6,86.4,0.748,100,4.17,rain,0,0,15.7,5.8,129.6,1011.1,86.1,10.9,156.6,13.4,6,30,2024-10-19T06:29:37,2024-10-19T18:09:12,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
197,Pune,Pune,Onion,Local,FAQ,1800,4700,3250.0,2024-10-20,"Pune, MH, India",87.2,71.0,76.8,94.4,71.0,78.6,72.1,86.1,0.039,100,4.17,rain,0,0,16.8,7.2,88.9,1012.3,86.7,10.8,159.2,13.7,7,30,2024-10-20T06:29:56,2024-10-20T18:08:32,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-21,"Pune, MH, India",81.2,71.5,75.2,85.5,71.5,75.8,69.8,83.7,0.071,100,29.17,rain,0,0,11.4,8.3,100.8,1012.2,84.1,11.3,182.2,15.7,8,30,2024-10-21T06:30:15,2024-10-21T18:07:53,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
239,Pune,Pune,Onion,Local,FAQ,2400,5000,3700.0,2024-10-22,"Pune, MH, India",89.7,70.2,77.7,94.0,70.2,79.6,70.8,80.4,0.079,100,4.17,rain,0,0,15.4,5.8,89.7,1012.1,67.1,10.6,166.9,14.6,6,10,2024-10-22T06:30:36,2024-10-22T18:07:14,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
213,Pune,Pune,Onion,Local,FAQ,2000,5000,3500.0,2024-10-23,"Pune, MH, India",89.8,71.5,78.4,96.5,71.5,80.7,72.0,82.2,0.157,100,4.17,rain,0,0,15.7,5.8,71.9,1012.1,46.0,11.2,207.2,17.9,8,10,2024-10-23T06:30:56,2024-10-23T18:06:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
214,Pune,Pune,Onion,Local,FAQ,2000,5000,3500.0,2024-10-24,"Pune, MH, India",89.7,69.9,77.1,90.3,69.9,78.1,68.3,76.4,0.0,0,0.0,,0,0,16.6,6.0,60.0,1011.7,44.2,11.3,215.3,18.8,8,10,2024-10-24T06:31:17,2024-10-24T18:06:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
198,Pune,Pune,Onion,Local,FAQ,1800,5000,3400.0,2024-10-25,"Pune, MH, India",88.9,67.2,76.3,87.3,67.2,76.5,64.4,70.0,0.0,0,0.0,,0,0,15.7,5.8,50.7,1011.7,69.8,11.3,239.5,20.7,9,10,2024-10-25T06:31:39,2024-10-25T18:05:24,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-10-26,"Pune, MH, India",89.8,63.8,75.1,89.5,63.8,75.8,64.1,70.8,0.0,0,0.0,,0,0,17.7,7.4,65.8,1011.9,17.2,11.3,248.2,21.3,9,10,2024-10-26T06:32:01,2024-10-26T18:04:50,0.79,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
181,Pune,Pune,Onion,Local,FAQ,1500,4800,3150.0,2024-10-27,"Pune, MH, India",91.6,66.3,77.1,90.8,66.3,77.4,64.1,67.1,0.0,0,0.0,,0,0,14.5,6.0,339.0,1010.5,3.7,12.0,246.8,21.2,9,10,2024-10-27T06:32:24,2024-10-27T18:04:16,0.83,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
215,Pune,Pune,Onion,Local,FAQ,2000,5000,3500.0,2024-10-28,"Pune, MH, India",91.6,66.8,76.7,89.1,66.8,76.6,63.6,67.6,0.0,0,0.0,rain,0,0,11.9,11.4,305.8,1009.0,23.8,11.4,249.7,21.6,9,10,2024-10-28T06:32:47,2024-10-28T18:03:43,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
191,Pune,Pune,Onion,Local,FAQ,1600,4800,3200.0,2024-10-29,"Pune, MH, India",91.1,68.6,77.1,90.5,68.6,77.7,66.9,73.9,0.0,0,0.0,rain,0,0,14.3,5.4,322.4,1010.1,54.4,11.5,202.2,17.5,8,10,2024-10-29T06:33:11,2024-10-29T18:03:11,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
192,Pune,Pune,Onion,Local,FAQ,1600,5000,3300.0,2024-10-30,"Pune, MH, India",89.8,69.2,77.6,90.9,69.2,78.6,68.8,76.9,0.004,100,4.17,rain,0,0,13.6,4.0,76.6,1011.2,51.3,11.3,203.7,17.6,8,10,2024-10-30T06:33:35,2024-10-30T18:02:40,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
216,Pune,Pune,Onion,Local,FAQ,2000,5000,3500.0,2024-10-31,"Pune, MH, India",89.8,70.8,78.8,94.8,70.8,80.5,69.2,74.2,0.004,100,4.17,rain,0,0,24.2,9.2,86.4,1012.0,24.9,11.0,209.8,18.2,8,10,2024-10-31T06:34:00,2024-10-31T18:02:10,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
199,Pune,Pune,Onion,Local,FAQ,1800,5100,3450.0,2024-11-01,"Pune, MH, India",89.8,70.2,78.5,93.6,70.2,80.4,69.6,75.6,0.004,100,4.17,rain,0,0,19.7,7.6,75.7,1013.1,37.9,11.3,199.8,17.3,8,10,2024-11-01T06:34:26,2024-11-01T18:01:41,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-11-02,"Pune, MH, India",89.7,68.6,77.2,88.9,68.6,77.9,66.3,71.7,0.0,0,0.0,,0,0,21.9,9.2,77.9,1013.7,13.5,11.3,216.6,18.7,7,10,2024-11-02T06:34:52,2024-11-02T18:01:14,0.03,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
182,Pune,Pune,Onion,Local,FAQ,1500,5400,3450.0,2024-11-03,"Pune, MH, India",89.7,64.7,75.1,89.7,64.7,75.7,64.3,71.6,0.0,0,0.0,,0,0,21.0,8.9,89.4,1013.7,9.2,11.3,231.6,19.9,8,10,2024-11-03T06:35:19,2024-11-03T18:00:47,0.06,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
218,Pune,Pune,Onion,Local,FAQ,2000,5500,3750.0,2024-11-04,"Pune, MH, India",88.0,65.0,74.7,88.4,65.0,75.0,63.6,70.6,0.0,0,0.0,,0,0,19.5,8.3,91.0,1012.8,17.2,11.3,228.3,19.7,8,10,2024-11-04T06:35:46,2024-11-04T18:00:22,0.1,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
219,Pune,Pune,Onion,Local,FAQ,2000,6000,4000.0,2024-11-05,"Pune, MH, India",87.9,65.2,74.3,86.3,65.2,74.4,62.1,68.6,0.0,0,0.0,,0,0,20.8,8.3,89.3,1013.4,18.8,11.3,223.4,19.1,8,10,2024-11-05T06:36:14,2024-11-05T17:59:57,0.13,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
234,Pune,Pune,Onion,Local,FAQ,2200,6200,3700.0,2024-11-06,"Pune, MH, India",89.3,63.2,74.5,88.1,63.2,74.8,61.9,67.4,0.0,0,0.0,,0,0,17.2,6.9,69.9,1014.2,5.3,11.3,235.6,20.3,8,10,2024-11-06T06:36:42,2024-11-06T17:59:34,0.16,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
249,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-07,"Pune, MH, India",88.0,62.3,73.2,86.4,62.3,73.5,61.1,67.9,0.0,0,0.0,,0,0,19.9,8.5,86.4,1013.9,10.4,11.3,225.3,19.5,8,10,2024-11-07T06:37:11,2024-11-07T17:59:12,0.2,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
224,Pune,Pune,Onion,Local,FAQ,2000,6500,4250.0,2024-11-08,"Pune, MH, India",87.1,62.3,73.2,85.5,62.3,73.4,60.7,67.4,0.0,0,0.0,,0,0,23.0,10.1,82.4,1013.7,4.3,11.1,223.6,19.3,8,10,2024-11-08T06:37:40,2024-11-08T17:58:51,0.23,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-11-09,"Pune, MH, India",86.4,62.3,72.4,85.2,62.3,72.5,59.8,67.1,0.0,0,0.0,,0,0,20.4,8.3,85.0,1013.7,6.2,11.0,223.0,19.2,8,10,2024-11-09T06:38:10,2024-11-09T17:58:31,0.25,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43067099999,43060099999"
235,Pune,Pune,Onion,Local,FAQ,2200,6500,4350.0,2024-11-10,"Pune, MH, India",84.4,62.0,71.9,83.4,62.0,72.0,60.0,68.3,0.0,0,0.0,,0,0,19.5,7.2,79.2,1014.1,21.2,11.3,170.8,14.7,8,10,2024-11-10T06:38:40,2024-11-10T17:58:13,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
250,Pune,Pune,Onion,Local,FAQ,2500,6500,4500.0,2024-11-11,"Pune, MH, India",84.8,62.3,72.1,83.5,62.3,72.0,58.2,64.1,0.0,0,0.0,,0,0,23.0,8.9,74.8,1013.6,13.5,11.3,222.9,19.2,8,10,2024-11-11T06:39:11,2024-11-11T17:57:56,0.34,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
222,Pune,Pune,Onion,Local,FAQ,2000,6300,4150.0,2024-11-12,"Pune, MH, India",84.8,61.1,71.4,83.6,61.1,71.3,57.9,65.1,0.0,0,0.0,,0,0,25.1,10.3,79.2,1013.0,0.5,11.3,230.8,19.8,8,10,2024-11-12T06:39:43,2024-11-12T17:57:40,0.37,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
225,Pune,Pune,Onion,Local,FAQ,2000,6500,4250.0,2024-11-13,"Pune, MH, India",86.6,60.2,71.9,85.6,60.2,72.0,59.3,66.8,0.0,0,0.0,,0,0,24.8,10.1,85.7,1011.8,2.2,11.3,228.5,19.6,8,10,2024-11-13T06:40:15,2024-11-13T17:57:25,0.41,Clear,Clear conditions throughout the day.,clear-day,"43063099999,43111099999,remote,43060099999"
221,Pune,Pune,Onion,Local,FAQ,2000,6100,4050.0,2024-11-14,"Pune, MH, India",86.6,60.2,73.7,89.2,60.2,74.7,63.6,72.0,0.004,100,4.17,rain,0,0,22.6,8.7,95.2,1012.8,41.4,11.1,186.9,16.1,8,10,2024-11-14T06:40:47,2024-11-14T17:57:11,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
220,Pune,Pune,Onion,Local,FAQ,2000,6000,4000.0,2024-11-15,"Pune, MH, India",85.3,68.6,75.9,88.3,68.6,76.5,67.5,76.1,0.012,100,12.5,rain,0,0,18.1,7.6,97.6,1013.6,76.3,11.1,160.8,13.8,7,10,2024-11-15T06:41:20,2024-11-15T17:56:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-11-16,"Pune, MH, India",87.1,69.9,76.4,88.4,69.9,77.0,66.8,74.1,0.0,0,0.0,rain,0,0,18.6,7.6,78.8,1012.5,59.9,11.3,169.3,14.4,7,10,2024-11-16T06:41:53,2024-11-16T17:56:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
233,Pune,Pune,Onion,Local,FAQ,2200,6000,4100.0,2024-11-17,"Pune, MH, India",87.1,66.8,75.5,88.5,66.8,75.5,60.4,61.9,0.0,0,0.0,,0,0,12.1,8.9,88.1,1012.4,28.4,11.3,226.7,19.6,8,10,2024-11-17T06:42:27,2024-11-17T17:56:38,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
247,Pune,Pune,Onion,Local,FAQ,2500,6000,4250.0,2024-11-18,"Pune, MH, India",83.6,63.9,72.4,82.6,63.9,72.3,55.1,55.9,0.0,0,0.0,,0,0,21.0,8.1,81.3,1014.1,1.9,15.0,226.8,19.5,8,10,2024-11-18T06:43:01,2024-11-18T17:56:30,0.58,Clear,Clear conditions throughout the day.,clear-day,remote
